name,iso_country,municipality,icao_code,iata_code
Pajala Airport,SE,Pajala,ESUP,PJA
Hemavan Airport,SE,Hemavan,ESUT,HMV
Seletar Airport,SG,Seletar,WSSL,XSP
Singapore Changi Airport,SG,Singapore,WSSS,SIN
RAF Ascension Island,SH,Cat Hill,FHAW,ASI
Saint Helena Airport,SH,Longwood,FHSH,HLE
Ljubljana Jože Pučnik Airport,SI,Zgornji Brnik,LJLJ,LJU
M. R. Štefánik Airport,SK,Bratislava,LZIB,BTS
Košice International Airport,SK,Košice,LZKZ,KSC
Sliač Airport,SK,Sliač,LZSL,SLD
Poprad-Tatry Airport,SK,Poprad,LZTT,TAT
Lungi International Airport,SL,Freetown (Lungi-Town),GFLL,FNA
Blaise Diagne International Airport,SN,Dakar,GOBD,DSS
Cap Skirring Airport,SN,Cap Skirring,GOGS,CSK
Bosaso / Bender Qassim International Airport,SO,Bosaso,HCMF,BSA
Egal International Airport,SO,Hargeisa,HCMH,HGA
Berbera Airport,SO,Berbera,HCMI,BBO
Aden Adde International Airport,SO,Mogadishu,HCMM,MGQ
Beledweyne Airport,SO,Beledweyne,HCMN,BLW
Galcaio Airport,SO,Galcaio,HCMR,GLK
Drietabbetje Airport,SR,Drietabbetje,SMDA,DRJ
Johan Adolf Pengel International Airport,SR,Zandery,SMJP,PBM
Moengo Airstrip,SR,Moengo,SMMO,MOJ
Wageningen Airstrip,SR,Wageningen,SMWA,AGI
Zorg en Hoop Airport,SR,Paramaribo,SMZO,ORG
Eduard Alexander Gummels Airport,SR,Kwatta,SMEG,EAX
Juba International Airport,SS,Juba,HJJJ,JUB
Principe Airport,ST,São Tomé & Príncipe,FPPR,PCP
São Tomé International Airport,ST,São Tomé,FPST,TMS
Monseñor Óscar Arnulfo Romero International Airport,SV,San Salvador (San Luis Talpa),MSLP,SAL
Ilopango International Airport,SV,San Salvador,MSSS,ILS
Princess Juliana International Airport,SX,Sint Maarten,TNCM,SXM
Aleppo International Airport,SY,Aleppo,OSAP,ALP
Damascus International Airport,SY,Damascus,OSDI,DAM
Qamishli Airport,SY,Qamishly,OSKL,KAC
King Mswati III International Airport,SZ,Mpaka,FDSK,SHO
JAGS McCartney International Airport,TC,Cockburn Town,MBGT,GDT
North Caicos Airport,TC,North Caicos,MBNC,NCA
Providenciales International Airport,TC,Providenciales,MBPV,PLS
South Caicos Airport,TC,South Caicos,MBSC,XSC
Salt Cay Airport,TC,Salt Cay,MBSY,SLX
Abeche Airport,TD,Abeche,FTTC,AEH
N'Djamena International Airport,TD,N'Djamena,FTTJ,NDJ
Lomé–Tokoin International Airport,TG,Lomé,DXXX,LFW
Don Mueang International Airport,TH,Bangkok,VTBD,DMK
Trat Airport,TH,Laem Ngop,VTBO,TDX
Suvarnabhumi Airport,TH,Bangkok,VTBS,BKK
U-Tapao International Airport,TH,Rayong,VTBU,UTP
Chiang Mai International Airport,TH,Chiang Mai,VTCC,CNX
Mae Hong Son Airport,TH,Mae Hong Son,VTCH,HGN
Hua Hin Airport,TH,Hua Hin,VTPH,HHQ
Phitsanulok Airport,TH,Phitsanulok,VTPP,PHS
Surat Thani Airport,TH,Surat Thani,VTSB,URT
Chumphon Airport,TH,Chumphon,VTSE,CJM
Nakhon Si Thammarat Airport,TH,Nakhon Si Thammarat,VTSF,NST
Krabi Airport,TH,Krabi,VTSG,KBV
Samui Airport,TH,Na Thon (Ko Samui Island),VTSM,USM
Phuket International Airport,TH,Phuket,VTSP,HKT
Ranong Airport,TH,Ranong,VTSR,UNN
Hat Yai International Airport,TH,Hat Yai,VTSS,HDY
Trang Airport,TH,Trang,VTST,TST
Udon Thani Airport,TH,Udon Thani,VTUD,UTH
Surin Airport,TH,Surin,VTUJ,PXR
Khon Kaen Airport,TH,Khon Kaen,VTUK,KKC
Buri Ram Airport,TH,Buriram,VTUO,BFV
Ubon Ratchathani Airport,TH,Ubon Ratchathani,VTUU,UBP
Roi Et Airport,TH,Roi Et,VTUV,ROI
Nakhon Phanom Airport,TH,Nakhon Phanom,VTUW,KOP
Dushanbe International Airport,TJ,Dushanbe,UTDD,DYU
Kulob Airport,TJ,Kulyab,UTDK,TJU
Khujand Airport,TJ,Khujand,UTDL,LBD
Qurghonteppa International Airport,TJ,Kurgan-Tyube,UTDT,KQT
Presidente Nicolau Lobato International Airport,TL,Dili,WPDL,DIL
Ashgabat International Airport,TM,Ashgabat,UTAA,ASB
Turkmenbashi International Airport,TM,Turkmenbashi,UTAK,KRW
Mary International Airport,TM,Mary,UTAM,MYP
Daşoguz Airport,TM,Daşoguz,UTAT,TAZ
Türkmenabat International Airport,TM,Türkmenabat,UTAV,CRZ
Tabarka-Aïn Draham International Airport,TN,Tabarka,DTKA,TBJ
Monastir Habib Bourguiba International Airport,TN,Monastir,DTMB,MIR
Enfidha - Hammamet International Airport,TN,Enfidha,DTNH,NBE
Tunis Carthage International Airport,TN,Tunis,DTTA,TUN
Gafsa Ksar International Airport,TN,Gafsa,DTTF,GAF
Gabès Matmata International Airport,TN,Gabès,DTTG,GAE
Djerba Zarzis International Airport,TN,Mellita,DTTJ,DJE
Sfax Thyna International Airport,TN,Sfax,DTTX,SFA
Tozeur Nefta International Airport,TN,Tozeur,DTTZ,TOE
Kaufana Airport,TO,Eua Island,NFTE,EUA
Fua'amotu International Airport,TO,Nuku'alofa,NFTF,TBU
Lifuka Island Airport,TO,Lifuka,NFTL,HPA
Kuini Lavenia Airport,TO,Niuatoputapu,NFTP,NTT
Vava'u International Airport,TO,Vava'u Island,NFTV,VAV
Esenboğa International Airport,TR,Ankara,LTAC,ESB
Adana Şakirpaşa Airport,TR,Seyhan,LTAF,ADA
Antalya International Airport,TR,Antalya,LTAI,AYT
Gaziantep International Airport,TR,Gaziantep,LTAJ,GZT
Konya Airport,TR,Konya,LTAN,KYA
Amasya Merzifon Airport,TR,Amasya,LTAP,MZH
Sivas Nuri Demirağ Airport,TR,Sivas,LTAR,VAS
Zonguldak Çaycuma Airport,TR,Zonguldak,LTAS,ONQ
Malatya Erhaç Airport,TR,Malatya,LTAT,MLX
Kayseri Erkilet Airport,TR,Kayseri,LTAU,ASR
Tokat Airport,TR,Tokat,LTAW,TJK
Çardak Airport,TR,Denizli,LTAY,DNZ
Nevşehir Kapadokya Airport,TR,Nevşehir,LTAZ,NAV
Balıkesir Airport,TR,Balıkesir,LTBF,BZI
Çanakkale Airport,TR,Çanakkale,LTBH,CKZ
Adnan Menderes International Airport,TR,Gaziemir,LTBJ,ADB
Bursa Yenişehir Airport,TR,Yenişehir,LTBR,YEI
Dalaman International Airport,TR,Dalaman,LTBS,DLM
Tekirdağ Çorlu Airport,TR,Çorlu,LTBU,TEQ
Anadolu Airport,TR,Eskişehir,LTBY,AOE
Zafer Airport,TR,Altıntaş,LTBZ,KZR
Elazığ Airport,TR,Elazığ,LTCA,EZS
Ordu–Giresun Airport,TR,Ordu,LTCB,OGU
Diyarbakır Airport,TR,Diyarbakır,LTCC,DIY
Erzincan Airport,TR,Erzincan,LTCD,ERC
Erzurum International Airport,TR,Erzurum,LTCE,ERZ
Kars Airport,TR,Kars,LTCF,KSY
Trabzon International Airport,TR,Trabzon,LTCG,TZX
Van Ferit Melen Airport,TR,Van,LTCI,VAN
Batman Airport,TR,Batman,LTCJ,BAL
Muş Airport,TR,Muş,LTCK,MSR
Sinop Airport,TR,Sinop,LTCM,NOP
Kahramanmaraş Airport,TR,Kahramanmaraş,LTCN,KCM
Ağrı Airport,TR,Ağrı,LTCO,AJI
Adıyaman Airport,TR,Adıyaman,LTCP,ADF
Mardin Airport,TR,Mardin,LTCR,MQM
Şanlıurfa GAP Airport,TR,Şanlıurfa,LTCS,GNY
Iğdır Airport,TR,Iğdır,LTCT,IGD
Bingöl Airport,TR,Bingöl,LTCU,BGG
Şırnak Şerafettin Elçi Airport,TR,Şırnak,LTCV,NKT
Hakkari Yüksekova Airport,TR,Hakkari,LTCW,YKO
Hatay Airport,TR,Antakya,LTDA,HTY
Çukurova International Airport,TR,Tarsus,LTDB,COV
Süleyman Demirel International Airport,TR,Isparta,LTFC,ISE
Balıkesir Koca Seyit Airport,TR,Edremit,LTFD,EDO
Milas Bodrum International Airport,TR,Bodrum,LTFE,BJV
Gazipaşa-Alanya Airport,TR,Gazipaşa,LTFG,GZP
Samsun-Çarşamba Airport,TR,Samsun,LTFH,SZF
Istanbul Sabiha Gökçen International Airport,TR,"Pendik, Istanbul",LTFJ,SAW
İstanbul Airport,TR,"Arnavutköy, Istanbul",LTFM,IST
Rize–Artvin Airport,TR,Rize,LTFO,RZV
A.N.R. Robinson International Airport,TT,Scarborough,TTCP,TAB
Piarco International Airport,TT,Port of Spain,TTPP,POS
Funafuti International Airport,TV,Funafuti,NGFU,FUN
Kinmen Airport,TW,Shang-I,RCBS,KNH
Matsu Nangan Airport,TW,Matsu (Nangan),RCFG,LZN
Taitung Airport,TW,Taitung City,RCFN,TTT
Kaohsiung International Airport,TW,Kaohsiung (Xiaogang),RCKH,KHH
Chiayi Airport,TW,Shuishang,RCKU,CYI
Lanyu Airport,TW,Orchid Island,RCLY,KYD
Taichung International Airport / Ching Chuang Kang Air Base,TW,Taichung (Qingshui),RCMQ,RMQ
Matsu Beigan Airport,TW,Matsu (Beigan),RCMT,MFK
Tainan International Airport / Tainan Air Base,TW,Tainan (Rende),RCNN,TNN
Penghu Magong Airport,TW,Huxi,RCQC,MZG
Taipei Songshan Airport,TW,Taipei (Songshan),RCSS,TSA
Taiwan Taoyuan International Airport,TW,Taoyuan,RCTP,TPE
Hualien Airport,TW,Hualien City,RCYU,HUN
Arusha Airport,TZ,Arusha,HTAR,ARK
Bukoba Airport,TZ,Bukoba,HTBU,BKZ
Julius Nyerere International Airport,TZ,Dar es Salaam,HTDA,DAR
Dodoma Airport,TZ,Dodoma,HTDO,DOD
Songwe Airport,TZ,Mbeya,HTGW,MBI
Kigoma Airport,TZ,Kigoma,HTKA,TKQ
Kilimanjaro International Airport,TZ,Arusha,HTKJ,JRO
Mafia Airport,TZ,Kilindoni,HTMA,MFA
Mtwara Airport,TZ,Mtwara,HTMT,MYW
Musoma Airport,TZ,Musoma,HTMU,MUZ
Mwanza Airport,TZ,Mwanza,HTMW,MWZ
Seronera Airport,TZ,Seronera,HTSN,SEU
Shinyanga Airport,TZ,Shinyanga,HTSY,SHY
Tabora Airport,TZ,Tabora,HTTB,TBO
Tanga Airport,TZ,Tanga,HTTG,TGT
Abeid Amani Karume International Airport,TZ,Zanzibar,HTZA,ZNZ
Boryspil International Airport,UA,Boryspil,UKBB,KBP
Mariupol International Airport,UA,Mariupol,UKCM,MPW
Dnipro International Airport,UA,Dnipro,UKDD,DNK
Zaporizhzhia International Airport,UA,Zaporizhia,UKDE,OZH
Kryvyi Rih International Airport,UA,Kryvyi Rih,UKDR,KWG
Simferopol International Airport,UA,Simferopol,UKFF,SIP
Kharkiv International Airport,UA,Kharkiv,UKHH,HRK
Ihor Sikorsky Kyiv International Airport (Zhuliany),UA,Kyiv,UKKK,IEV
Ivano-Frankivsk International Airport,UA,Ivano-Frankivsk,UKLI,IFO
Lviv International Airport,UA,Lviv,UKLL,LWO
Chernivtsi International Airport,UA,Chernivtsi,UKLN,CWC
Rivne International Airport,UA,Rivne,UKLR,RWN
Uzhhorod International Airport,UA,Uzhhorod,UKLU,UDJ
Kherson International Airport,UA,Kherson,UKOH,KHE
Mykolaiv International Airport,UA,Nikolayev,UKON,NLV
Odessa International Airport,UA,Odessa,UKOO,ODS
Arua Airport,UG,Arua,HUAR,RUA
Entebbe International Airport,UG,Kampala,HUEN,EBB
Gulu Airport,UG,Gulu,HUGU,ULU
Soroti Airport,UG,Soroti,HUSO,SRT
Wake Island Airfield,UM,Wake Island,PWAK,AWK
Lehigh Valley International Airport,US,Allentown,KABE,ABE
Abilene Regional Airport,US,Abilene,KABI,ABI
Albuquerque International Sunport,US,Albuquerque,KABQ,ABQ
Aberdeen Regional Airport,US,Aberdeen,KABR,ABR
Southwest Georgia Regional Airport,US,Albany,KABY,ABY
Nantucket Memorial Airport,US,Nantucket,KACK,ACK
Waco Regional Airport,US,Waco,KACT,ACT
California Redwood Coast-Humboldt County Airport,US,Arcata/Eureka,KACV,ACV
Atlantic City International Airport,US,Atlantic City,KACY,ACY
Alexandria International Airport,US,Alexandria,KAEX,AEX
Augusta Regional At Bush Field,US,Augusta,KAGS,AGS
Alliance Municipal Airport,US,Alliance,KAIA,AIA
Albany International Airport,US,Albany,KALB,ALB
Waterloo Regional Airport,US,Waterloo,KALO,ALO
San Luis Valley Regional Airport/Bergman Field,US,Alamosa,KALS,ALS
Walla Walla Regional Airport,US,Walla Walla,KALW,ALW
Rick Husband Amarillo International Airport,US,Amarillo,KAMA,AMA
Altoona Blair County Airport,US,Altoona,KAOO,AOO
Alpena County Regional Airport,US,Alpena,KAPN,APN
Watertown International Airport,US,Watertown,KART,ART
Aspen-Pitkin County Airport (Sardy Field),US,Aspen,KASE,ASE
Hartsfield Jackson Atlanta International Airport,US,Atlanta,KATL,ATL
Appleton International Airport,US,Appleton,KATW,ATW
Watertown Regional Airport,US,Watertown,KATY,ATY
Augusta State Airport,US,Augusta,KAUG,AUG
Austin Bergstrom International Airport,US,Austin,KAUS,AUS
Asheville Regional Airport,US,Asheville,KAVL,AVL
Wilkes Barre Scranton International Airport,US,Wilkes-Barre/Scranton,KAVP,AVP
Kalamazoo Battle Creek International Airport,US,Kalamazoo,KAZO,AZO
Branson Airport,US,Branson,KBBG,BKG
Bradley International Airport,US,Hartford,KBDL,BDL
Laurence G Hanscom Field,US,Bedford,KBED,BED
Bradford Regional Airport,US,Bradford,KBFD,BFD
Western Neb. Rgnl/William B. Heilig Airport,US,Scottsbluff,KBFF,BFF
Boeing Field King County International Airport,US,Seattle,KBFI,BFI
Meadows Field,US,Bakersfield,KBFL,BFL
Greater Binghamton/Edwin A Link field,US,Binghamton,KBGM,BGM
Bangor International Airport,US,Bangor,KBGR,BGR
Hancock County-Bar Harbor Airport,US,Bar Harbor,KBHB,BHB
Birmingham-Shuttlesworth International Airport,US,Birmingham,KBHM,BHM
Block Island State Airport,US,Block Island,KBID,BID
Eastern Sierra Regional Airport,US,Bishop,KBIH,BIH
Billings Logan International Airport,US,Billings,KBIL,BIL
Bismarck Municipal Airport,US,Bismarck,KBIS,BIS
Rocky Mountain Metropolitan Airport,US,Denver,KBJC,BJC
Raleigh County Memorial Airport,US,Beaver,KBKW,BKW
Bellingham International Airport,US,Bellingham,KBLI,BLI
Scott AFB/Midamerica Airport,US,Belleville,KBLV,BLV
Central Illinois Regional Airport at Bloomington-Normal,US,Bloomington/Normal,KBMI,BMI
Nashville International Airport,US,Nashville,KBNA,BNA
Boise Air Terminal/Gowen Field,US,Boise,KBOI,BOI
Logan International Airport,US,Boston,KBOS,BOS
Jack Brooks Regional Airport,US,Beaumont/Port Arthur,KBPT,BPT
Brunswick Golden Isles Airport,US,Brunswick,KBQK,BQK
Brainerd Lakes Regional Airport,US,Brainerd,KBRD,BRD
Southeast Iowa Regional Airport,US,Burlington,KBRL,BRL
Brownsville South Padre Island International Airport,US,Brownsville,KBRO,BRO
Bert Mooney Airport,US,Butte,KBTM,BTM
Baton Rouge Metropolitan Airport,US,Baton Rouge,KBTR,BTR
Burlington International Airport,US,South Burlington,KBTV,BTV
Buffalo Niagara International Airport,US,Buffalo,KBUF,BUF
Hollywood Burbank Airport,US,Burbank,KBUR,BUR
Baltimore/Washington International Thurgood Marshall Airport,US,Baltimore,KBWI,BWI
Bozeman Yellowstone International Airport,US,Bozeman,KBZN,BZN
Columbia Metropolitan Airport,US,Columbia,KCAE,CAE
Akron Canton Regional Airport,US,Akron,KCAK,CAK
Buchanan Field,US,Concord,KCCR,CCR
Cedar City Regional Airport,US,Cedar City,KCDC,CDC
Chadron Municipal Airport,US,Chadron,KCDR,CDR
Jack Mc Namara Field Airport,US,Crescent City,KCEC,CEC
Cortez Municipal Airport,US,Cortez,KCEZ,CEZ
Cape Girardeau Regional Airport,US,Cape Girardeau,KCGI,CGI
Chattanooga Metropolitan Airport (Lovell Field),US,Chattanooga,KCHA,CHA
Charlottesville Albemarle Airport,US,Charlottesville,KCHO,CHO
Charleston International Airport,US,Charleston,KCHS,CHS
The Eastern Iowa Airport,US,Cedar Rapids,KCID,CID
Chippewa County International Airport,US,Kincheloe,KCIU,CIU
North Central West Virginia Airport,US,Bridgeport,KCKB,CKB
Cleveland Hopkins International Airport,US,Cleveland,KCLE,CLE
Easterwood Field,US,College Station,KCLL,CLL
Charlotte Douglas International Airport,US,Charlotte,KCLT,CLT
John Glenn Columbus International Airport,US,Columbus,KCMH,CMH
University of Illinois Willard Airport,US,Savoy,KCMI,CMI
Houghton County Memorial Airport,US,Hancock,KCMX,CMX
Cavern City Air Terminal,US,Carlsbad,KCNM,CNM
Canyonlands Regional Airport,US,Moab,KCNY,CNY
Yellowstone Regional Airport,US,Cody,KCOD,COD
City of Colorado Springs Municipal Airport,US,Colorado Springs,KCOS,COS
Columbia Regional Airport,US,Columbia,KCOU,COU
Casper-Natrona County International Airport,US,Casper,KCPR,CPR
Corpus Christi International Airport,US,Corpus Christi,KCRP,CRP
McClellan-Palomar Airport,US,Carlsbad,KCRQ,CLD
Yeager Airport,US,Charleston,KCRW,CRW
Columbus Metropolitan Airport,US,Columbus,KCSG,CSG
Cincinnati Northern Kentucky International Airport,US,Cincinnati / Covington,KCVG,CVG
Clovis Municipal Airport,US,Clovis,KCVN,CVN
Central Wisconsin Airport,US,Mosinee,KCWA,CWA
Cheyenne Regional Jerry Olson Field,US,Cheyenne,KCYS,CYS
Daytona Beach International Airport,US,Daytona Beach,KDAB,DAB
Dallas Love Field,US,Dallas,KDAL,DAL
James M Cox Dayton International Airport,US,Dayton,KDAY,DAY
Dubuque Regional Airport,US,Dubuque,KDBQ,DBQ
Ronald Reagan Washington National Airport,US,Washington,KDCA,DCA
Dodge City Regional Airport,US,Dodge City,KDDC,DDC
Decatur Airport,US,Decatur,KDEC,DEC
Denver International Airport,US,Denver,KDEN,DEN
Dallas Fort Worth International Airport,US,Dallas-Fort Worth,KDFW,DFW
Dothan Regional Airport,US,Dothan,KDHN,DHN
Dickinson Theodore Roosevelt Regional Airport,US,Dickinson,KDIK,DIK
Duluth International Airport,US,Duluth,KDLH,DLH
Durango La Plata County Airport,US,Durango,KDRO,DRO
Des Moines International Airport,US,Des Moines,KDSM,DSM
Destin Executive Airport,US,Destin,KDTS,DSI
Detroit Metropolitan Wayne County Airport,US,Detroit,KDTW,DTW
DuBois Regional Airport,US,Dubois,KDUJ,DUJ
Devils Lake Regional Airport,US,Devils Lake,KDVL,DVL
Kearney Regional Airport,US,Kearney,KEAR,EAR
Pangborn Memorial Airport,US,Wenatchee,KEAT,EAT
Chippewa Valley Regional Airport,US,Eau Claire,KEAU,EAU
Northwest Florida Beaches International Airport,US,Panama City Beach,KECP,ECP
Eagle County Regional Airport,US,Eagle,KEGE,EGE
Elko Regional Airport,US,Elko,KEKO,EKO
South Arkansas Regional Airport at Goodwin Field,US,El Dorado,KELD,ELD
Elmira Corning Regional Airport,US,Elmira/Corning,KELM,ELM
El Paso International Airport,US,El Paso,KELP,ELP
Erie International Tom Ridge Field,US,Erie,KERI,ERI
Delta County Airport,US,Escanaba,KESC,ESC
Mahlon Sweet Field,US,Eugene,KEUG,EUG
Evansville Regional Airport,US,Evansville,KEVV,EVV
New Bedford Regional Airport,US,New Bedford,KEWB,EWB
Coastal Carolina Regional Airport,US,New Bern,KEWN,EWN
Newark Liberty International Airport,US,Newark,KEWR,EWR
Key West International Airport,US,Key West,KEYW,EYW
Hector International Airport,US,Fargo,KFAR,FAR
Fresno Yosemite International Airport,US,Fresno,KFAT,FAT
Fayetteville Regional Airport - Grannis Field,US,Fayetteville,KFAY,FAY
Friday Harbor Airport,US,Friday Harbor,KFHR,FRD
Flagstaff Pulliam International Airport,US,Flagstaff,KFLG,FLG
Fort Lauderdale Hollywood International Airport,US,Fort Lauderdale,KFLL,FLL
Florence Regional Airport,US,Florence,KFLO,FLO
Bishop International Airport,US,Flint,KFNT,FNT
Fort Dodge Regional Airport,US,Fort Dodge,KFOD,FOD
Sioux Falls Regional Airport / Joe Foss Field,US,Sioux Falls,KFSD,FSD
Fort Smith Regional Airport,US,Fort Smith,KFSM,FSM
Fort Wayne International Airport,US,Fort Wayne,KFWA,FWA
Northeast Wyoming Regional Airport,US,Gillette,KGCC,GCC
Garden City Regional Airport,US,Garden City,KGCK,GCK
Grand Canyon National Park Airport,US,Grand Canyon - Tusayan,KGCN,GCN
Dawson Community Airport,US,Glendive,KGDV,GDV
Spokane International Airport,US,Spokane,KGEG,GEG
Grand Forks International Airport,US,Grand Forks,KGFK,GFK
East Texas Regional Airport,US,Longview,KGGG,GGG
Glasgow Valley County Airport Wokal Field,US,Glasgow,KGGW,GGW
Grand Junction Regional Airport,US,Grand Junction,KGJT,GJT
Mid Delta Regional Airport,US,Greenville,KGLH,GLH
Gainesville Regional Airport,US,Gainesville,KGNV,GNV
Glacier Park International Airport,US,Kalispell,KGPI,FCA
Gulfport Biloxi International Airport,US,Gulfport,KGPT,GPT
Austin Straubel International Airport,US,Green Bay,KGRB,GRB
Central Nebraska Regional Airport,US,Grand Island,KGRI,GRI
Killeen Regional Airport / Robert Gray Army Airfield,US,Fort Cavazos,KGRK,GRK
Gerald R. Ford International Airport,US,Grand Rapids,KGRR,GRR
Piedmont Triad International Airport,US,Greensboro,KGSO,GSO
Greenville Spartanburg International Airport,US,Greer,KGSP,GSP
Great Falls International Airport,US,Great Falls,KGTF,GTF
Golden Triangle Regional Airport,US,Columbus/W Point/Starkville,KGTR,GTR
Gunnison Crested Butte Regional Airport,US,Gunnison,KGUC,GUC
Gallup Municipal Airport,US,Gallup,KGUP,GUP
Yampa Valley Airport,US,Hayden,KHDN,HDN
Hagerstown Regional Richard A Henson Field,US,Hagerstown,KHGR,HGR
Jack Northrop Field Hawthorne Municipal Airport,US,Hawthorne,KHHR,HHR
Range Regional Airport,US,Hibbing,KHIB,HIB
Helena Regional Airport,US,Helena,KHLN,HLN
Lea County Regional Airport,US,Hobbs,KHOB,HOB
Memorial Field Airport,US,Hot Springs,KHOT,HOT
William P Hobby Airport,US,Houston,KHOU,HOU
Westchester County Airport,US,White Plains,KHPN,HPN
Valley International Airport,US,Harlingen,KHRL,HRL
Boone County Airport,US,Harrison,KHRO,HRO
Huntsville International Carl T Jones Field,US,Huntsville,KHSV,HSV
Tri-State Airport / Milton J. Ferguson Field,US,Huntington,KHTS,HTS
Tweed New Haven Airport,US,New Haven,KHVN,HVN
Havre City County Airport,US,Havre,KHVR,HVR
Hilton Head Airport,US,Hilton Head Island,KHXD,HHH
Cape Cod Gateway Airport,US,Hyannis,KHYA,HYA
Hays Regional Airport,US,Hays,KHYS,HYS
Washington Dulles International Airport,US,Dulles,KIAD,IAD
Niagara Falls International Airport,US,Niagara Falls,KIAG,IAG
George Bush Intercontinental Houston Airport,US,Houston,KIAH,IAH
Wichita Eisenhower National Airport,US,Wichita,KICT,ICT
Idaho Falls Regional Airport,US,Idaho Falls,KIDA,IDA
Wilmington Airport,US,Wilmington,KILG,ILG
Wilmington International Airport,US,Wilmington,KILM,ILM
Ford Airport,US,Kingsford,KIMT,IMT
Indianapolis International Airport,US,Indianapolis,KIND,IND
Falls International Airport,US,International Falls,KINL,INL
Imperial County Airport,US,Imperial,KIPL,IPL
Williamsport Regional Airport,US,Williamsport,KIPT,IPT
Kirksville Regional Airport,US,Kirksville,KIRK,IRK
Long Island Mac Arthur Airport,US,Islip,KISP,ISP
Ithaca Tompkins Regional Airport,US,Ithaca,KITH,ITH
Mesa Gateway Airport,US,Mesa,KIWA,AZA
Gogebic Iron County Airport,US,Ironwood,KIWD,IWD
Jackson Hole Airport,US,Jackson,KJAC,JAC
Jackson-Medgar Wiley Evers International Airport,US,Jackson,KJAN,JAN
Jacksonville International Airport,US,Jacksonville,KJAX,JAX
Jonesboro Municipal Airport,US,Jonesboro,KJBR,JBR
John F Kennedy International Airport,US,New York,KJFK,JFK
Joplin Regional Airport,US,Joplin,KJLN,JLN
Jamestown Regional Airport,US,Jamestown,KJMS,JMS
Concord-Padgett Regional Airport,US,Concord,KJQF,USA
John Murtha Johnstown Cambria County Airport,US,Johnstown,KJST,JST
Purdue University Airport,US,West Lafayette,KLAF,LAF
Lakeland Linder International Airport,US,Lakeland,KLAL,LAL
Capital City Airport,US,Lansing,KLAN,LAN
Laramie Regional Airport,US,Laramie,KLAR,LAR
Harry Reid International Airport,US,Las Vegas,KLAS,LAS
Lawton Fort Sill Regional Airport,US,Lawton,KLAW,LAW
Los Angeles International Airport,US,Los Angeles,KLAX,LAX
Lubbock Preston Smith International Airport,US,Lubbock,KLBB,LBB
Arnold Palmer Regional Airport,US,Latrobe,KLBE,LBE
North Platte Regional Airport Lee Bird Field,US,North Platte,KLBF,LBF
Liberal Mid-America Regional Airport,US,Liberal,KLBL,LBL
Lake Charles Regional Airport,US,Lake Charles,KLCH,LCH
Rickenbacker International Airport,US,Columbus,KLCK,LCK
Lebanon Municipal Airport,US,Lebanon,KLEB,LEB
Blue Grass Airport,US,Lexington,KLEX,LEX
Lafayette Regional Airport,US,Lafayette,KLFT,LFT
LaGuardia Airport,US,New York,KLGA,LGA
Long Beach Airport (Daugherty Field),US,Long Beach,KLGB,LGB
Bill & Hillary Clinton National Airport/Adams Field,US,Little Rock,KLIT,LIT
Lincoln Airport,US,Lincoln,KLNK,LNK
Lancaster Airport,US,Lancaster,KLNS,LNS
Laredo International Airport,US,Laredo,KLRD,LRD
Las Cruces International Airport,US,Las Cruces,KLRU,LRU
La Crosse Regional Airport,US,La Crosse,KLSE,LSE
Cincinnati Municipal Airport Lunken Field,US,Cincinnati,KLUK,LUK
Greenbrier Valley Airport,US,Lewisburg,KLWB,LWB
Lewiston Nez Perce County Airport,US,Lewiston,KLWS,LWS
Lynchburg Regional Airport - Preston Glenn Field,US,Lynchburg,KLYH,LYH
Midland International Air and Space Port,US,Midland,KMAF,MAF
Manistee County Blacker Airport,US,Manistee,KMBL,MBL
MBS International Airport,US,Freeland,KMBS,MBS
Merced Regional Macready Field,US,Merced,KMCE,MCE
Kansas City International Airport,US,Kansas City,KMCI,MCI
McCook Ben Nelson Regional Airport,US,McCook,KMCK,MCK
Middle Georgia Regional Airport,US,Macon,KMCN,MCN
Orlando International Airport,US,Orlando,KMCO,MCO
Mason City Municipal Airport,US,Mason City,KMCW,MCW
Harrisburg International Airport,US,Harrisburg,KMDT,MDT
Chicago Midway International Airport,US,Chicago,KMDW,MDW
Key Field / Meridian Regional Airport,US,Meridian,KMEI,MEI
Memphis International Airport,US,Memphis,KMEM,MEM
McAllen Miller International Airport,US,McAllen,KMFE,MFE
Rogue Valley International Medford Airport,US,Medford,KMFR,MFR
Montgomery Regional (Dannelly Field) Airport,US,Montgomery,KMGM,MGM
Morgantown Municipal Airport Walter L. (Bill) Hart Field,US,Morgantown,KMGW,MGW
Manhattan Regional Airport,US,Manhattan,KMHK,MHK
Manchester-Boston Regional Airport,US,Manchester,KMHT,MHT
Miami International Airport,US,Miami,KMIA,MIA
General Mitchell International Airport,US,Milwaukee,KMKE,MKE
Muskegon County Airport,US,Muskegon,KMKG,MKG
McKellar-Sipes Regional Airport,US,Jackson,KMKL,MKL
Melbourne Orlando International Airport,US,Melbourne,KMLB,MLB
Quad City International Airport,US,Moline,KMLI,MLI
Monroe Regional Airport,US,Monroe,KMLU,MLU
Mammoth Yosemite Airport,US,Mammoth Lakes,KMMH,MMH
Mobile Regional Airport,US,Mobile,KMOB,MOB
Minot International Airport,US,Minot,KMOT,MOT
Monterey Peninsula Airport,US,Monterey,KMRY,MRY
